rel_day,dd_pct_2021,dd_pct_2025,dd_pct_2021_scaled,dd_pct_2025_scaled
-105,-44.81689268040006,-18.477308222021605,-25.875045053271542,-18.477308222021605
-104,-41.51984027175237,-18.13121157145249,-23.971490957606495,-18.13121157145249
-103,-40.79110308805083,-18.99923271742897,-23.550754348427922,-18.99923271742897
-102,-40.74368617017418,-20.315178930937638,-23.523378178127693,-20.315178930937638
-101,-37.53298495789694,-19.952895169532948,-21.669678968931972,-19.952895169532948
-100,-38.62175318835471,-18.219438084216577,-22.298279599871876,-18.219438084216577
-99,-40.921658754224474,-18.02170357006898,-23.626130697437503,-18.02170357006898
-98,-42.00065640528836,-12.779580382100297,-24.24909028173421,-12.779580382100297
-97,-43.42933717129587,-13.003817488466673,-25.07393950657469,-13.003817488466673
-96,-41.162577555824434,-11.54447679050482,-23.765225232394084,-11.54447679050482
-95,-39.50254131289643,-12.04640395222335,-22.806802860675067,-12.04640395222335
-94,-36.590716202714646,-13.140022394986117,-21.1256598494785,-13.140022394986117
-93,-34.01240833975206,-11.99540103567095,-19.63707311074332,-11.99540103567095
-92,-35.170828958161636,-12.526382202694053,-20.305887566616903,-12.526382202694053
-91,-31.48625464528133,-12.360092587570492,-18.17859759522628,-12.360092587570492
-90,-32.49462285045402,-12.568235515366021,-18.760779249924994,-12.568235515366021
-89,-32.52840536890377,-12.823664069125385,-18.78028359604586,-12.823664069125385
-88,-34.21189100237706,-10.083361931125701,-19.75224447970853,-10.083361931125701
-87,-29.22149355741318,-10.780455297130631,-16.871037171495413,-10.780455297130631
-86,-30.278522208749013,-9.778560999640273,-17.481312947885304,-9.778560999640273
-85,-30.392082988340587,-7.343583593163494,-17.546877294551884,-7.343583593163494
-84,-31.9960864388355,-5.648946849334324,-18.47294911847621,-5.648946849334324
-83,-33.84614564706624,-9.366955550835732,-19.541081300364972,-9.366955550835732
-82,-33.764531701311014,-8.924462796595433,-19.493961466813566,-8.924462796595433
-81,-30.831522198534312,-7.892483790500937,-17.800587640849706,-7.892483790500937
-80,-26.97665852994526,-7.540498613704061,-15.574981064100509,-7.540498613704061
-79,-27.654618308615,-7.919189144024563,-15.966401324815223,-7.919189144024563
-78,-27.029049560967888,-8.930123216355257,-15.605229039964545,-8.930123216355257
-77,-26.6283521784617,-10.745985875309561,-15.37388629831102,-10.745985875309561
-76,-29.345002563296696,-12.141228655782099,-16.942345129289603,-12.141228655782099
-75,-27.456941722787043,-11.598352158875647,-15.852272694774966,-11.598352158875647
-74,-30.577738800732433,-10.742944455737124,-17.654065727812934,-10.742944455737124
-73,-27.353388385120113,-10.54130678647156,-15.79248614739748,-10.54130678647156
-72,-27.592234639575906,-10.924956520372698,-15.930384096702465,-10.924956520372698
-71,-27.705336498014134,-11.502479855241942,-15.995683485117622,-11.502479855241942
-70,-30.385598876561016,-14.186034173052386,-17.54313369087049,-14.186034173052386
-69,-30.273932997215535,-11.806731641526802,-17.478663365371084,-11.806731641526802
-68,-27.745307050079994,-10.770232748012143,-16.018760494112506,-10.770232748012143
-67,-27.034127301471077,-10.621955095467616,-15.608160674810936,-10.621955095467616
-66,-25.9666618948736,-6.81792491039217,-14.99185923496127,-6.81792491039217
-65,-26.07245062267458,-6.846556496311685,-15.052936385434394,-6.846556496311685
-64,-23.36164778156774,-8.177929465762823,-13.487853635401358,-8.177929465762823
-63,-22.04190897580197,-10.510799658482373,-12.725902080632496,-10.510799658482373
-62,-30.676614103416846,-10.355771744164578,-17.711151410433985,-10.355771744164578
-61,-32.23549524180185,-10.899214283047009,-18.6111718553152,-10.899214283047009
-60,-31.31481058473512,-10.822545164658237,-18.079614320718964,-10.822545164658237
-59,-33.57510089233517,-9.776187002696224,-19.384593538258553,-9.776187002696224
-58,-33.07652006899213,-11.62811582874712,-19.096737765688665,-11.62811582874712
-57,-31.81732924765206,-11.38759023089274,-18.36974360602687,-11.38759023089274
-56,-33.441554836710665,-11.561407359458109,-19.307490687094532,-11.561407359458109
-55,-30.27655328896207,-12.715414877509357,-17.4801761915163,-12.715414877509357
-54,-28.705991867028924,-13.64731428289494,-16.573412131784355,-13.64731428289494
-53,-29.28025026894999,-14.68186159885062,-16.904960374717888,-14.68186159885062
-52,-30.01670028880944,-10.809086883050146,-17.330149991928447,-10.809086883050146
-51,-28.54322289667183,-10.407036560735705,-16.479437422932968,-10.407036560735705
-50,-30.03464262551455,-9.285377919192516,-17.340509004855033,-9.285377919192516
-49,-36.325089678374724,-9.640336928460236,-20.97230030414694,-9.640336928460236
-48,-39.78073635527485,-9.525751446068275,-22.967418843279464,-9.525751446068275
-47,-35.513731883162215,-9.325296551080886,-20.5038626626719,-9.325296551080886
-46,-33.53889053294513,-8.433467848562316,-19.363687477517264,-8.433467848562316
-45,-36.57873984100306,-9.48027377507249,-21.118745293820407,-9.48027377507249
-44,-36.755291249868804,-10.697922997677189,-21.22067729725485,-10.697922997677189
-43,-35.99651693648516,-8.043507169048347,-20.782598743168627,-8.043507169048347
-42,-37.52617516013756,-7.3755438438372956,-21.665747330362468,-7.3755438438372956
-41,-39.20778069727295,-8.744030580459993,-22.63662273989835,-8.744030580459993
-40,-38.487881446750414,-8.562094551313725,-22.220988713819754,-8.562094551313725
-39,-35.13410046198556,-7.7137581486811495,-20.284682359462717,-7.7137581486811495
-38,-28.73773144615085,-8.505456560164603,-16.591736986334364,-8.505456560164603
-37,-29.414921421595608,-7.95458788849277,-16.982712800949912,-7.95458788849277
-36,-28.63197232616621,-5.944775593081042,-16.530676929941976,-5.944775593081042
-35,-27.201840777157805,-2.0103360954492056,-15.704990095145398,-2.0103360954492056
-34,-23.779621324911282,-0.705499511767671,-13.729170773164894,-0.705499511767671
-33,-18.07720030857266,-0.7887245790126229,-10.436876464349211,-0.7887245790126229
-32,-20.35180599537555,0.6336375259808902,-11.750120669925112,0.6336375259808902
-31,-20.16284891146123,1.2571792286588224,-11.641026246661893,1.2571792286588224
-30,-18.648349889777492,-0.4972636517074469,-10.766629828805362,-0.4972636517074469
-29,-18.972096557602825,0.3148967547884185,-10.953545054623563,0.3148967547884185
-28,-14.837809122257028,0.7758407877682227,-8.566613090919379,0.7758407877682227
-27,-17.041474481097108,-0.3106049738361816,-9.838899879049553,-0.3106049738361816
-26,-15.065789308114175,-0.35624316419829993,-8.698237512593904,-0.35624316419829993
-25,-15.105656232822827,-0.8949461575803341,-8.721254692306207,-0.8949461575803341
-24,-8.793817532653348,-0.7935401600023262,-5.077112919681861,-0.7935401600023262
