cycle,rel_day,drawdown_pct,price_if_replayed_from_2025_peak
2021,206,-54.031643441608736,57331.77567114649
2021,207,-53.936168868570846,57450.85164456646
2021,208,-51.73128561227769,60200.78402621021
2021,209,-52.11823807808267,59718.176562601024
2021,210,-53.47181666416526,58029.992131818086
2021,211,-53.66384444486221,57790.49491090785
2021,212,-55.21835725179925,55851.70513903446
2021,213,-56.26683633075622,54544.04108812814
2021,214,-58.96049516109101,51184.507370641644
2021,215,-65.58693286547299,42920.00830194251
2021,216,-65.91118584165704,42515.599698218066
2021,217,-65.26169370906389,43325.64687053117
2021,218,-68.66316798686408,39083.325089931925
2021,219,-68.53280728836495,39245.91107042467
2021,220,-70.73940095098592,36493.8454684695
2021,221,-68.38016508040606,39436.28656956898
2021,222,-68.35851534265294,39463.28814197945
2021,223,-68.14157110220741,39733.861193912926
2021,224,-69.18613627839622,38431.07856606159
2021,225,-67.45366416803525,40591.81934132869
2021,226,-67.32304151541383,40754.73203123849
2021,227,-66.90940054726839,41270.62541898637
2021,228,-67.60209970097166,40406.69041105841
2021,229,-68.07435675624367,39817.690986691814
2021,230,-68.79457650185232,38919.43227177093
2021,231,-69.03636015671637,38617.8794798192
2021,232,-69.43214201734875,38124.25998703482
2021,233,-70.30626751432966,37034.04988048729
2021,234,-70.39838291097598,36919.163474886125
2021,235,-70.28659013702666,37058.59152316923
2021,236,-68.86461070689707,38832.08554820834
2021,237,-68.91821884756828,38765.22542691588
2021,238,-68.32389117131399,39506.47143963514
2021,239,-66.62798477461006,41621.60742392003
2021,240,-66.74332163374315,41477.759189406075
2021,241,-66.75745174728023,41460.136099085525
2021,242,-67.93843338491261,39987.214737746945
2021,243,-69.26983832499754,38326.685298208584
2021,244,-70.25632673137036,37096.33606994082
2021,245,-68.86348584507786,38833.48847688163
2021,246,-68.28277978318211,39557.74559991346
2021,247,-67.88998728135691,40047.63676170311
2021,248,-67.340053124296,40733.51513733021
2021,249,-68.00751222786434,39901.05954264659
2021,250,-65.5318454544642,42988.71337053134
2021,251,-63.92595882142834,44991.576624551635
2021,252,-64.19378379786018,44657.54507290336
2021,253,-64.34200360387237,44472.68519744714
2021,254,-65.01163538574902,43637.51983642198
2021,255,-65.39566012901086,43158.56383100353
2021,256,-65.18723710207243,43418.50921778188
2021,257,-67.25833884721078,40835.42925725376
2021,258,-67.21366796482911,40891.14282196396
2021,259,-64.57958058371392,44176.378974369465
2021,260,-63.20989952364413,45884.64642520147
2021,261,-63.299457015331704,45772.95024096698
