series,date,rel_day,price,log_norm,rel_plot,log_plot
right,2024-12-11,-298.0,100030.47,-0.22059710678920758,-298.0,-0.22059710678920758
right,2024-12-12,-297.0,101428.75,-0.20671536482380323,-297.0,-0.20671536482380323
right,2024-12-13,-296.0,101399.99,-0.20699895382793282,-296.0,-0.20699895382793282
right,2024-12-14,-295.0,104447.76,-0.17738490426085196,-295.0,-0.17738490426085196
right,2024-12-15,-294.0,106099.81,-0.16169169151077822,-294.0,-0.16169169151077822
right,2024-12-16,-293.0,106136.99,-0.1613413281394841,-293.0,-0.1613413281394841
right,2024-12-17,-292.0,100150.73,-0.219395595214019,-292.0,-0.219395595214019
right,2024-12-18,-291.0,97372.21,-0.24753109470334902,-291.0,-0.24753109470334902
right,2024-12-19,-290.0,97765.0,-0.24350530658744332,-290.0,-0.24350530658744332
right,2024-12-20,-289.0,97230.08,-0.24899181775313464,-289.0,-0.24899181775313464
right,2024-12-21,-288.0,95087.75,-0.27127179688836306,-288.0,-0.27127179688836306
right,2024-12-22,-287.0,94764.56,-0.2746764466626196,-287.0,-0.2746764466626196
right,2024-12-23,-286.0,98594.47,-0.23505677152262267,-286.0,-0.23505677152262267
right,2024-12-24,-285.0,99346.28,-0.22746042145085937,-285.0,-0.22746042145085937
right,2024-12-25,-284.0,95669.49,-0.2651725075145243,-284.0,-0.2651725075145243
right,2024-12-26,-283.0,94171.89,-0.2809502169590965,-283.0,-0.2809502169590965
right,2024-12-27,-282.0,95130.82,-0.2708189494010116,-282.0,-0.2708189494010116
right,2024-12-28,-281.0,93563.35,-0.28743319939076184,-281.0,-0.28743319939076184
right,2024-12-29,-280.0,92620.71,-0.29755917961151346,-280.0,-0.29755917961151346
right,2024-12-30,-279.0,93354.22,-0.2896708711865436,-279.0,-0.2896708711865436
right,2024-12-31,-278.0,94383.59,-0.27870472307099986,-278.0,-0.27870472307099986
right,2025-01-01,-277.0,96903.19,-0.2523595074741942,-277.0,-0.2523595074741942
right,2025-01-02,-276.0,98136.51,-0.2397124777790841,-276.0,-0.2397124777790841
right,2025-01-03,-275.0,98209.85,-0.23896543053653965,-275.0,-0.23896543053653965
right,2025-01-04,-274.0,98345.33,-0.23758688613536605,-274.0,-0.23758688613536605
right,2025-01-05,-273.0,102279.41,-0.1983635644380192,-273.0,-0.1983635644380192
right,2025-01-06,-272.0,96941.98,-0.25195929115188137,-272.0,-0.25195929115188137
right,2025-01-07,-271.0,95036.63,-0.2718095501342319,-271.0,-0.2718095501342319
right,2025-01-08,-270.0,92547.44,-0.29835056845267277,-270.0,-0.29835056845267277
right,2025-01-09,-269.0,94701.18,-0.275345485850012,-269.0,-0.275345485850012
right,2025-01-10,-268.0,94565.02,-0.27678430613054694,-268.0,-0.27678430613054694
right,2025-01-11,-267.0,94509.62,-0.2773703181053462,-267.0,-0.2773703181053462
right,2025-01-12,-266.0,94506.45,-0.2774038602269265,-266.0,-0.2774038602269265
right,2025-01-13,-265.0,96534.96,-0.2561667238354741,-265.0,-0.2561667238354741
right,2025-01-14,-264.0,100510.23,-0.2158124330021318,-264.0,-0.2158124330021318
right,2025-01-15,-263.0,99981.78,-0.22108397697802656,-263.0,-0.22108397697802656
right,2025-01-16,-262.0,104107.0,-0.18065272996992707,-262.0,-0.18065272996992707
right,2025-01-17,-261.0,104435.0,-0.17750707805840107,-261.0,-0.17750707805840107
right,2025-01-18,-260.0,101211.13,-0.208863215322545,-260.0,-0.208863215322545
right,2025-01-19,-259.0,102145.43,-0.19967436423303117,-259.0,-0.19967436423303117
right,2025-01-20,-258.0,106159.26,-0.1611315269764237,-258.0,-0.1611315269764237
right,2025-01-21,-257.0,103667.11,-0.18488704633637013,-257.0,-0.18488704633637013
right,2025-01-22,-256.0,103926.36,-0.18238937495225,-256.0,-0.18238937495225
right,2025-01-23,-255.0,104850.27,-0.17353861391377187,-255.0,-0.17353861391377187
right,2025-01-24,-254.0,104733.56,-0.17465234498800505,-254.0,-0.17465234498800505
right,2025-01-25,-253.0,102563.0,-0.1955947024510819,-253.0,-0.1955947024510819
right,2025-01-26,-252.0,102062.42,-0.20048735946874016,-252.0,-0.20048735946874016
right,2025-01-27,-251.0,101290.0,-0.2080842566669757,-251.0,-0.2080842566669757
right,2025-01-28,-250.0,103747.25,-0.18411429363026097,-250.0,-0.18411429363026097
right,2025-01-29,-249.0,104742.64,-0.1745656525617944,-249.0,-0.1745656525617944
right,2025-01-30,-248.0,102411.26,-0.1970752788680348,-248.0,-0.1970752788680348
right,2025-01-31,-247.0,100623.85,-0.2146826392636892,-247.0,-0.2146826392636892
right,2025-02-01,-246.0,97676.52,-0.24441074373349875,-246.0,-0.24441074373349875
right,2025-02-02,-245.0,101460.2,-0.20640534300889518,-245.0,-0.20640534300889518
right,2025-02-03,-244.0,97795.05,-0.24319798410274857,-244.0,-0.24319798410274857
right,2025-02-04,-243.0,96638.33,-0.25509649295762743,-243.0,-0.25509649295762743
right,2025-02-05,-242.0,96564.62,-0.25585952482206104,-242.0,-0.25585952482206104
right,2025-02-06,-241.0,96537.08,-0.25614476312070594,-241.0,-0.25614476312070594
right,2025-02-07,-240.0,96476.25,-0.25677508230139656,-240.0,-0.25677508230139656
right,2025-02-08,-239.0,96475.82,-0.25677953936682224,-239.0,-0.25677953936682224
right,2025-02-09,-238.0,97444.41,-0.24678988480754543,-238.0,-0.24678988480754543
right,2025-02-10,-237.0,95774.08,-0.26407986167214254,-237.0,-0.26407986167214254
right,2025-02-11,-236.0,97862.53,-0.24250820757913497,-236.0,-0.24250820757913497
right,2025-02-12,-235.0,96625.29,-0.25523143816893834,-235.0,-0.25523143816893834
right,2025-02-13,-234.0,97509.03,-0.2461269572658045,-234.0,-0.2461269572658045
right,2025-02-14,-233.0,97596.94,-0.24522580589714962,-233.0,-0.24522580589714962
right,2025-02-15,-232.0,96119.88,-0.26047578393764326,-232.0,-0.26047578393764326
right,2025-02-16,-231.0,95781.8,-0.2639992585603594,-231.0,-0.2639992585603594
right,2025-02-17,-230.0,95607.4,-0.2658217234462642,-230.0,-0.2658217234462642
right,2025-02-18,-229.0,96632.03,-0.2551616866065888,-229.0,-0.2551616866065888
right,2025-02-19,-228.0,98347.2,-0.2375678716867741,-228.0,-0.2375678716867741
right,2025-02-20,-227.0,96157.03,-0.2600893620790616,-227.0,-0.2600893620790616
right,2025-02-21,-226.0,96582.12,-0.25567831544676545,-226.0,-0.25567831544676545
right,2025-02-22,-225.0,96265.98,-0.2589569610045487,-225.0,-0.2589569610045487
right,2025-02-23,-224.0,91510.82,-0.3096147297092272,-224.0,-0.3096147297092272
right,2025-02-24,-223.0,88583.74,-0.3421236270414624,-223.0,-0.3421236270414624
right,2025-02-25,-222.0,84111.78,-0.39392531785221524,-222.0,-0.39392531785221524
right,2025-02-26,-221.0,84625.19,-0.3878399699363538,-221.0,-0.3878399699363538
right,2025-02-27,-220.0,84297.73,-0.39171700935981024,-220.0,-0.39171700935981024
right,2025-02-28,-219.0,86018.76,-0.37150653436625897,-219.0,-0.37150653436625897
right,2025-03-01,-218.0,94265.48,-0.27995688949230546,-218.0,-0.27995688949230546
right,2025-03-02,-217.0,86161.1,-0.3698531466538268,-217.0,-0.3698531466538268
right,2025-03-03,-216.0,87249.96,-0.357294843735972,-216.0,-0.357294843735972
right,2025-03-04,-215.0,90603.73,-0.31957656418628316,-215.0,-0.31957656418628316
right,2025-03-05,-214.0,89921.85,-0.32713098658852274,-214.0,-0.32713098658852274
right,2025-03-06,-213.0,86756.98,-0.3629610696804323,-213.0,-0.3629610696804323
right,2025-03-07,-212.0,86206.69,-0.3693241614987338,-212.0,-0.3693241614987338
right,2025-03-08,-211.0,80699.17,-0.4353436561488652,-211.0,-0.4353436561488652
right,2025-03-09,-210.0,78544.71,-0.46240392957159054,-210.0,-0.46240392957159054
right,2025-03-10,-209.0,82914.51,-0.4082618693836076,-209.0,-0.4082618693836076
right,2025-03-11,-208.0,83659.43,-0.3993177936667355,-208.0,-0.3993177936667355
right,2025-03-12,-207.0,81073.43,-0.43071665914549206,-207.0,-0.43071665914549206
right,2025-03-13,-206.0,83980.49,-0.39548743640410317,-206.0,-0.39548743640410317
right,2025-03-14,-205.0,84351.46,-0.39107982869125363,-205.0,-0.39107982869125363
right,2025-03-15,-204.0,82562.57,-0.41251551624095323,-204.0,-0.41251551624095323
right,2025-03-16,-203.0,84011.4,-0.39511944244500413,-203.0,-0.39511944244500413
right,2025-03-17,-202.0,82698.76,-0.4108673384024971,-202.0,-0.4108673384024971
right,2025-03-18,-201.0,86877.96,-0.3615675711187146,-201.0,-0.3615675711187146
right,2025-03-19,-200.0,84183.42,-0.3930739566211504,-200.0,-0.3930739566211504
right,2025-03-20,-199.0,84061.96,-0.39451780038197726,-199.0,-0.39451780038197726
right,2025-03-21,-198.0,83852.03,-0.39701824849089,-198.0,-0.39701824849089
right,2025-03-22,-197.0,86092.94,-0.37064453597110936,-197.0,-0.37064453597110936
right,2025-03-23,-196.0,87523.62,-0.3541632465729874,-196.0,-0.3541632465729874
right,2025-03-24,-195.0,87427.88,-0.355257721436673,-195.0,-0.355257721436673
right,2025-03-25,-194.0,86926.01,-0.3610146493272946,-194.0,-0.3610146493272946
right,2025-03-26,-193.0,87217.48,-0.3576671768243149,-193.0,-0.3576671768243149
right,2025-03-27,-192.0,84381.8,-0.3907202078278035,-192.0,-0.3907202078278035
right,2025-03-28,-191.0,82616.83,-0.41185853356694346,-191.0,-0.41185853356694346
right,2025-03-29,-190.0,82379.98,-0.4147295001351495,-190.0,-0.4147295001351495
right,2025-03-30,-189.0,82534.32,-0.4128577395290564,-189.0,-0.4128577395290564
right,2025-03-31,-188.0,85170.37,-0.3814183429694572,-188.0,-0.3814183429694572
right,2025-04-01,-187.0,82490.08,-0.4133939026789884,-187.0,-0.4133939026789884
right,2025-04-02,-186.0,83174.33,-0.40513317979866487,-186.0,-0.40513317979866487
right,2025-04-03,-185.0,83860.16,-0.39692129668307724,-185.0,-0.39692129668307724
right,2025-04-04,-184.0,83498.25,-0.4012462728123277,-184.0,-0.4012462728123277
right,2025-04-05,-183.0,78370.75,-0.46462117535818426,-183.0,-0.46462117535818426
right,2025-04-06,-182.0,79140.01,-0.45485338405005893,-182.0,-0.45485338405005893
right,2025-04-07,-181.0,76251.64,-0.49203302291273704,-181.0,-0.49203302291273704
right,2025-04-08,-180.0,82594.75,-0.4121258271807623,-180.0,-0.4121258271807623
right,2025-04-09,-179.0,79552.34,-0.44965677655253833,-179.0,-0.44965677655253833
right,2025-04-10,-178.0,83380.47,-0.40265783708554986,-178.0,-0.40265783708554986
right,2025-04-11,-177.0,85271.01,-0.38023740895336217,-177.0,-0.38023740895336217
right,2025-04-12,-176.0,83733.07,-0.3984379453491512,-176.0,-0.3984379453491512
right,2025-04-13,-175.0,84590.36,-0.3882516342366131,-175.0,-0.3882516342366131
right,2025-04-14,-174.0,83629.78,-0.39967226961064684,-174.0,-0.39967226961064684
right,2025-04-15,-173.0,84028.72,-0.3949133011965768,-173.0,-0.3949133011965768
right,2025-04-16,-172.0,84961.97,-0.3838682017585784,-172.0,-0.3838682017585784
right,2025-04-17,-171.0,84466.47,-0.38971729548411177,-171.0,-0.38971729548411177
right,2025-04-18,-170.0,85074.99,-0.38253884352206297,-170.0,-0.38253884352206297
right,2025-04-19,-169.0,85177.34,-0.3813365103460084,-169.0,-0.3813365103460084
right,2025-04-20,-168.0,87522.07,-0.35418095623496226,-168.0,-0.35418095623496226
right,2025-04-21,-167.0,93489.1,-0.28822709440683664,-167.0,-0.28822709440683664
right,2025-04-22,-166.0,93740.92,-0.2855371395390815,-166.0,-0.2855371395390815
right,2025-04-23,-165.0,94021.96,-0.28254357435860794,-165.0,-0.28254357435860794
right,2025-04-24,-164.0,94708.79,-0.2752651310513275,-164.0,-0.2752651310513275
right,2025-04-25,-163.0,94666.64,-0.27571027856276564,-163.0,-0.27571027856276564
right,2025-04-26,-162.0,93780.57,-0.2851142546676901,-162.0,-0.2851142546676901
right,2025-04-27,-161.0,95042.57,-0.27174704987116327,-161.0,-0.27174704987116327
right,2025-04-28,-160.0,94271.09,-0.27989737849131857,-160.0,-0.27989737849131857
right,2025-04-29,-159.0,94182.54,-0.28083713228132867,-159.0,-0.28083713228132867
right,2025-04-30,-158.0,96524.98,-0.2562701114156101,-158.0,-0.2562701114156101
right,2025-05-01,-157.0,96929.81,-0.2520848380405338,-157.0,-0.2520848380405338
right,2025-05-02,-156.0,95861.33,-0.26316927833027787,-156.0,-0.26316927833027787
right,2025-05-03,-155.0,94272.55,-0.27988189136059344,-155.0,-0.27988189136059344
right,2025-05-04,-154.0,94733.99,-0.2749990876566027,-154.0,-0.2749990876566027
right,2025-05-05,-153.0,96839.17,-0.25302038517105,-153.0,-0.25302038517105
right,2025-05-06,-152.0,97058.32,-0.2507599114195161,-152.0,-0.2507599114195161
right,2025-05-07,-151.0,103253.49,-0.18888491364301102,-151.0,-0.18888491364301102
right,2025-05-08,-150.0,102986.96,-0.19146956809249555,-150.0,-0.19146956809249555
right,2025-05-09,-149.0,104821.19,-0.1738160002608356,-149.0,-0.1738160002608356
right,2025-05-10,-148.0,104137.62,-0.18035865274266746,-148.0,-0.18035865274266746
right,2025-05-11,-147.0,102800.21,-0.19328455054514676,-147.0,-0.19328455054514676
right,2025-05-12,-146.0,104131.06,-0.18042164829247526,-146.0,-0.18042164829247526
right,2025-05-13,-145.0,103545.38,-0.1860619756468919,-145.0,-0.1860619756468919
right,2025-05-14,-144.0,103786.43,-0.18373671635735322,-144.0,-0.18373671635735322
right,2025-05-15,-143.0,103500.03,-0.18650004380522725,-143.0,-0.18650004380522725
right,2025-05-16,-142.0,103161.07,-0.1897803931690274,-142.0,-0.1897803931690274
right,2025-05-17,-141.0,106473.46,-0.1581761941500835,-141.0,-0.1581761941500835
right,2025-05-18,-140.0,105616.18,-0.16626036713348957,-140.0,-0.16626036713348957
right,2025-05-19,-139.0,106883.24,-0.15433492266555968,-139.0,-0.15433492266555968
right,2025-05-20,-138.0,109699.54,-0.12832677234761866,-138.0,-0.12832677234761866
right,2025-05-21,-137.0,111722.53,-0.11005355964465455,-137.0,-0.11005355964465455
right,2025-05-22,-136.0,107329.61,-0.15016737953206918,-136.0,-0.15016737953206918
right,2025-05-23,-135.0,107794.01,-0.1458498552973332,-135.0,-0.1458498552973332
right,2025-05-24,-134.0,109048.68,-0.13427755833050622,-134.0,-0.13427755833050622
right,2025-05-25,-133.0,109464.32,-0.13047329495691953,-133.0,-0.13047329495691953
right,2025-05-26,-132.0,108978.46,-0.13492169834379017,-132.0,-0.13492169834379017
right,2025-05-27,-131.0,107819.29,-0.14561536141299636,-131.0,-0.14561536141299636
right,2025-05-28,-130.0,105572.58,-0.16667326790168796,-130.0,-0.16667326790168796
right,2025-05-29,-129.0,104033.26,-0.18136129065958084,-129.0,-0.18136129065958084
right,2025-05-30,-128.0,104645.87,-0.17548996313537493,-128.0,-0.17548996313537493
right,2025-05-31,-127.0,105697.94,-0.1654865427995562,-127.0,-0.1654865427995562
right,2025-06-01,-126.0,105904.94,-0.16353004706536922,-126.0,-0.16353004706536922
right,2025-06-02,-125.0,105447.82,-0.1678557129594774,-125.0,-0.1678557129594774
right,2025-06-03,-124.0,104753.38,-0.17446312078090997,-124.0,-0.17446312078090997
right,2025-06-04,-123.0,101570.2,-0.2053217613308506,-123.0,-0.2053217613308506
right,2025-06-05,-122.0,104397.99,-0.17786152397604527,-122.0,-0.17786152397604527
right,2025-06-06,-121.0,105619.02,-0.1662334776756702,-121.0,-0.1662334776756702
right,2025-06-07,-120.0,105784.4,-0.16466888582813258,-120.0,-0.16466888582813258
right,2025-06-08,-119.0,110301.15,-0.12285759404996881,-119.0,-0.12285759404996881
right,2025-06-09,-118.0,110300.24,-0.12286584422463902,-118.0,-0.12286584422463902
right,2025-06-10,-117.0,108669.37,-0.13776197667590495,-117.0,-0.13776197667590495
right,2025-06-11,-116.0,105721.05,-0.1652679247833407,-116.0,-0.1652679247833407
right,2025-06-12,-115.0,106118.7,-0.1615136674538767,-115.0,-0.1615136674538767
right,2025-06-13,-114.0,105465.42,-0.16768881969055932,-114.0,-0.16768881969055932
right,2025-06-14,-113.0,105599.25,-0.16642067739146893,-113.0,-0.16642067739146893
right,2025-06-15,-112.0,106853.38,-0.15461433197028487,-112.0,-0.15461433197028487
right,2025-06-16,-111.0,104590.44,-0.17601979470520798,-111.0,-0.17601979470520798
right,2025-06-17,-110.0,104915.6,-0.1729157289600636,-110.0,-0.1729157289600636
right,2025-06-18,-109.0,104671.9,-0.17524125037549612,-109.0,-0.17524125037549612
right,2025-06-19,-108.0,103317.8,-0.18826227143481586,-108.0,-0.18826227143481586
right,2025-06-20,-107.0,102160.03,-0.19953144098443215,-107.0,-0.19953144098443215
right,2025-06-21,-106.0,100996.87,-0.21098242010363497,-106.0,-0.21098242010363497
right,2025-06-22,-105.0,105419.39,-0.16812536133365816,-105.0,-0.16812536133365816
right,2025-06-23,-104.0,106141.0,-0.16130354749156603,-104.0,-0.16130354749156603
right,2025-06-24,-103.0,107400.22,-0.14950971587588296,-103.0,-0.14950971587588296
right,2025-06-25,-102.0,107029.64,-0.15296614091798588,-102.0,-0.15296614091798588
right,2025-06-26,-101.0,107113.38,-0.1521840467430886,-101.0,-0.1521840467430886
right,2025-06-27,-100.0,107352.2,-0.14995692853872816,-100.0,-0.14995692853872816
right,2025-06-28,-99.0,108386.44,-0.14036895743574626,-99.0,-0.14036895743574626
right,2025-06-29,-98.0,107173.21,-0.15162563567728463,-98.0,-0.15162563567728463
right,2025-06-30,-97.0,105711.78,-0.16535561220639552,-97.0,-0.16535561220639552
right,2025-07-01,-96.0,108888.32,-0.13574917654072677,-96.0,-0.13574917654072677
right,2025-07-02,-95.0,109628.83,-0.12897155899742413,-95.0,-0.12897155899742413
right,2025-07-03,-94.0,108028.6,-0.14367593948390103,-94.0,-0.14367593948390103
right,2025-07-04,-93.0,108246.65,-0.14165952684416402,-93.0,-0.14165952684416402
right,2025-07-05,-92.0,109217.98,-0.1327262445938801,-92.0,-0.1327262445938801
right,2025-07-06,-91.0,108269.84,-0.14144531683098052,-91.0,-0.14144531683098052
right,2025-07-07,-90.0,108958.04,-0.13510909237883953,-90.0,-0.13510909237883953
right,2025-07-08,-89.0,111282.85,-0.11399678800728,-89.0,-0.11399678800728
right,2025-07-09,-88.0,116031.3,-0.07221196407002599,-88.0,-0.07221196407002599
right,2025-07-10,-87.0,117582.16,-0.05893462308913899,-87.0,-0.05893462308913899
right,2025-07-11,-86.0,117472.65,-0.059866405833114616,-86.0,-0.059866405833114616
right,2025-07-12,-85.0,119130.81,-0.0458498132826389,-85.0,-0.0458498132826389
right,2025-07-13,-84.0,119863.71,-0.03971659903642826,-84.0,-0.03971659903642826
right,2025-07-14,-83.0,117781.64,-0.05723954468061858,-83.0,-0.05723954468061858
right,2025-07-15,-82.0,118681.68,-0.04962699533041041,-82.0,-0.04962699533041041
right,2025-07-16,-81.0,119273.69,-0.04465117804625168,-81.0,-0.04465117804625168
right,2025-07-17,-80.0,118023.05,-0.05519200199314085,-80.0,-0.05519200199314085
right,2025-07-18,-79.0,117914.17,-0.05611495944537432,-79.0,-0.05611495944537432
right,2025-07-19,-78.0,117312.7,-0.06122892717224523,-78.0,-0.06122892717224523
right,2025-07-20,-77.0,117428.79,-0.060239839052678545,-77.0,-0.060239839052678545
right,2025-07-21,-76.0,120026.42,-0.03836006115009256,-76.0,-0.03836006115009256
right,2025-07-22,-75.0,118810.44,-0.0485426645103726,-75.0,-0.0485426645103726
right,2025-07-23,-74.0,118397.04,-0.05202822422828139,-74.0,-0.05202822422828139
right,2025-07-24,-73.0,117633.27,-0.05850004274885785,-73.0,-0.05850004274885785
right,2025-07-25,-72.0,117969.63,-0.05564472790745663,-72.0,-0.05564472790745663
right,2025-07-26,-71.0,119465.52,-0.04304415219336464,-71.0,-0.04304415219336464
right,2025-07-27,-70.0,118070.59,-0.054789280423491495,-70.0,-0.054789280423491495
right,2025-07-28,-69.0,117933.39,-0.05595197281076552,-69.0,-0.05595197281076552
right,2025-07-29,-68.0,117830.15,-0.05682776562078926,-68.0,-0.05682776562078926
right,2025-07-30,-67.0,115761.13,-0.0745431025144231,-67.0,-0.0745431025144231
right,2025-07-31,-66.0,113248.73,-0.09648539619345223,-66.0,-0.09648539619345223
right,2025-08-01,-65.0,112542.74,-0.10273888575804903,-65.0,-0.10273888575804903
right,2025-08-02,-64.0,114215.73,-0.08798291782356127,-64.0,-0.08798291782356127
right,2025-08-03,-63.0,115051.85,-0.08068905004835523,-63.0,-0.08068905004835523
right,2025-08-04,-62.0,114112.95,-0.08888319900542571,-62.0,-0.08888319900542571
right,2025-08-05,-61.0,115028.83,-0.0808891537691616,-61.0,-0.0808891537691616
right,2025-08-06,-60.0,117515.49,-0.05950179168301646,-60.0,-0.05950179168301646
right,2025-08-07,-59.0,116683.79,-0.06660431989163279,-59.0,-0.06660431989163279
right,2025-08-08,-58.0,116492.51,-0.06824496727222905,-58.0,-0.06824496727222905
right,2025-08-09,-57.0,119309.37,-0.044352078853995676,-57.0,-0.044352078853995676
right,2025-08-10,-56.0,118701.84,-0.049457143606512544,-56.0,-0.049457143606512544
right,2025-08-11,-55.0,120113.18,-0.03763748141917831,-55.0,-0.03763748141917831
right,2025-08-12,-54.0,123365.63,-0.010919398811275346,-54.0,-0.010919398811275346
right,2025-08-13,-53.0,118389.79,-0.0520894607421725,-53.0,-0.0520894607421725
right,2025-08-14,-52.0,117436.96,-0.0601702673930959,-52.0,-0.0601702673930959
right,2025-08-15,-51.0,117455.68,-0.06001087542543256,-51.0,-0.06001087542543256
right,2025-08-16,-50.0,117488.6,-0.05973063876493198,-50.0,-0.05973063876493198
right,2025-08-17,-49.0,116286.76,-0.0700127368298954,-49.0,-0.0700127368298954
right,2025-08-18,-48.0,112856.19,-0.09995759303354487,-48.0,-0.09995759303354487
right,2025-08-19,-47.0,114276.0,-0.08745537136577225,-47.0,-0.08745537136577225
right,2025-08-20,-46.0,112480.3,-0.10329385116605848,-46.0,-0.10329385116605848
right,2025-08-21,-45.0,116908.68,-0.06467882914715879,-45.0,-0.06467882914715879
right,2025-08-22,-44.0,115383.87,-0.07780737675778265,-44.0,-0.07780737675778265
right,2025-08-23,-43.0,113478.0,-0.09446296083130917,-43.0,-0.09446296083130917
right,2025-08-24,-42.0,110127.74,-0.12443098160160718,-42.0,-0.12443098160160718
right,2025-08-25,-41.0,111788.01,-0.10946763647634843,-41.0,-0.10946763647634843
right,2025-08-26,-40.0,111253.21,-0.11426317180301426,-40.0,-0.11426317180301426
right,2025-08-27,-39.0,112574.85,-0.10245361262397047,-39.0,-0.10245361262397047
right,2025-08-28,-38.0,108378.32,-0.14044387736280267,-38.0,-0.14044387736280267
right,2025-08-29,-37.0,108827.93,-0.1363039353292766,-37.0,-0.1363039353292766
right,2025-08-30,-36.0,108247.95,-0.14164751730674346,-36.0,-0.14164751730674346
right,2025-08-31,-35.0,109240.55,-0.13251961498705891,-35.0,-0.13251961498705891
right,2025-09-01,-34.0,111247.94,-0.11431054234470352,-34.0,-0.11431054234470352
right,2025-09-02,-33.0,111756.41,-0.10975035433806446,-33.0,-0.10975035433806446
right,2025-09-03,-32.0,110720.79,-0.11906031940616997,-32.0,-0.11906031940616997
right,2025-09-04,-31.0,110670.02,-0.1195189653715556,-31.0,-0.1195189653715556
right,2025-09-05,-30.0,110212.6,-0.12366071861485073,-30.0,-0.12366071861485073
right,2025-09-06,-29.0,111129.61,-0.11537476857768572,-29.0,-0.11537476857768572
right,2025-09-07,-28.0,112072.57,-0.10692533846866986,-28.0,-0.10692533846866986
right,2025-09-08,-27.0,111549.32,-0.11160512142683164,-27.0,-0.11160512142683164
right,2025-09-09,-26.0,113983.97,-0.09001412189335405,-26.0,-0.09001412189335405
right,2025-09-10,-25.0,115540.0,-0.07645515601256198,-25.0,-0.07645515601256198
right,2025-09-11,-24.0,116106.03,-0.07156812102606996,-24.0,-0.07156812102606996
right,2025-09-12,-23.0,115968.35,-0.07275463731582495,-23.0,-0.07275463731582495
right,2025-09-13,-22.0,115314.13,-0.07841197672938541,-22.0,-0.07841197672938541
right,2025-09-14,-21.0,115381.08,-0.07783155720633114,-21.0,-0.07783155720633114
right,2025-09-15,-20.0,116832.56,-0.06533014769660207,-20.0,-0.06533014769660207
right,2025-09-16,-19.0,116484.4,-0.0683145879054779,-19.0,-0.0683145879054779
right,2025-09-17,-18.0,117117.99,-0.06289005818519271,-18.0,-0.06289005818519271
right,2025-09-18,-17.0,115690.55,-0.07515299225199401,-17.0,-0.07515299225199401
right,2025-09-19,-16.0,115752.4,-0.07461851927303881,-16.0,-0.07461851927303881
right,2025-09-20,-15.0,115282.27,-0.0786883036816078,-15.0,-0.0786883036816078
right,2025-09-21,-14.0,112736.59,-0.10101791075475268,-14.0,-0.10101791075475268
right,2025-09-22,-13.0,112017.21,-0.1074194261608995,-13.0,-0.1074194261608995
right,2025-09-23,-12.0,113348.17,-0.09560771422707552,-12.0,-0.09560771422707552
right,2025-09-24,-11.0,109035.72,-0.1343964113985409,-11.0,-0.1343964113985409
right,2025-09-25,-10.0,109697.29,-0.1283472831271051,-10.0,-0.1283472831271051
right,2025-09-26,-9.0,109681.16,-0.1284943349458144,-9.0,-0.1284943349458144
right,2025-09-27,-8.0,112197.67,-0.1058097199811256,-8.0,-0.1058097199811256
right,2025-09-28,-7.0,114365.07,-0.08667624621117304,-7.0,-0.08667624621117304
right,2025-09-29,-6.0,114067.71,-0.08927972691969127,-6.0,-0.08927972691969127
right,2025-09-30,-5.0,118659.97,-0.04980993835840859,-5.0,-0.04980993835840859
right,2025-10-01,-4.0,120621.32,-0.033415894943923725,-4.0,-0.033415894943923725
right,2025-10-02,-3.0,122318.4,-0.019444465275159487,-3.0,-0.019444465275159487
right,2025-10-03,-2.0,122458.56,-0.018299259326705165,-2.0,-0.018299259326705165
right,2025-10-04,-1.0,123520.79,-0.009662464384279437,-1.0,-0.009662464384279437
right,2025-10-05,0.0,124720.09,0.0,0.0,0.0
