u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.6482412060301508,2.216329981208533,2.491104678440666,4.989534605335815,2.164777265827379,0.9173713963649365,1.8811977879534472
0.6532663316582915,2.432158330923668,2.483432333945654,4.773580089088781,2.1581099759771614,0.865734370717602,1.8754038935349004
0.6582914572864321,2.5148017327262027,2.6126053797665185,4.5684347513287715,2.270361731341261,1.0186242148245859,1.9729509979036852
0.6633165829145728,2.5066751210415172,2.5958005829792774,4.755881257055761,2.2557583136861505,0.962827855945619,1.9602605851656085
0.6683417085427136,2.1774395328477834,2.2991980374029497,4.103776246720574,1.9980098323770157,0.8926127507643457,1.7362763995677497
0.6733668341708543,2.1305722081101823,1.996894645932379,3.2901678752310106,1.7353072992792709,0.7454437286629242,1.5079871284475805
0.678391959798995,1.925441216909346,1.8299824056547878,2.537218176427639,1.5902600733363514,0.8232208993791867,1.3819406640376195
0.6834170854271356,2.0484501206325536,1.7030191286701728,1.9145787782546284,1.4799286135667513,0.8264634790401686,1.286062302167943
0.6884422110552764,2.0704808582613947,1.6339307117472182,1.6957980921537061,1.4198905767948742,0.8153034288635401,1.2338890722697824
0.6934673366834171,1.9407074181628374,1.6636568360360302,1.8179964308717473,1.445722665915216,0.8564497314718038,1.256337233417128
0.6984924623115578,1.6035594054108526,1.4664406103146792,1.6015389556266604,1.2743411878148647,0.8058136133554132,1.107406226708985
0.7035175879396985,1.4734980810671028,1.460270232089283,1.593890258800898,1.2689791110545035,0.8700724721047978,1.1027465662904927
0.7085427135678392,1.2009565679606902,1.3863693048508847,1.7050999636058017,1.2047589887152892,0.8539321780145797,1.04693909177858
0.7135678391959799,1.4770158787941525,1.3617215770204227,1.4657720554338332,1.1833400409996582,0.7653799449485094,1.0283259634447808
0.7185929648241206,2.095684137706569,1.4695882801251559,1.2820753707428232,1.2770765221045164,0.7751957429576044,1.1097832402226777
0.7236180904522613,1.9566635498636251,1.520888392011055,1.5519255355499888,1.321656469669992,0.7602715249808877,1.1485233453000472
0.7286432160804021,1.8948358417629836,1.5519954006876417,1.7357266113632277,1.348688551370036,0.7459025636368212,1.1720143035157708
0.7336683417085427,1.9556940707615265,1.4654564373568202,1.6152623345690997,1.2734859386303345,0.653790305975089,1.106663012661293
0.7386934673366834,1.876628785135261,1.3969014934684243,1.3775334021027374,1.2139114914888491,0.6919593087680243,1.0548926435105075
0.7437185929648241,2.0741479591195744,1.3928073500242866,1.107778330291666,1.2103536688378742,0.771692490213811,1.0518008852004965
0.7487437185929648,2.651054922802656,1.5436044781427614,1.2081886548601917,1.3413968150886664,0.7535608615827064,1.1656777633185926
0.7537688442211056,2.661125861731905,1.5773117113789037,1.261185675772308,1.370688499551006,0.7673117730135907,1.19113232295659
0.7587939698492463,3.4422500939823544,1.7304788848335324,1.283923555527263,1.50379122214441,0.7694511431040817,1.3067989789520709
0.7638190954773869,4.102067235539846,1.9081421268610055,1.2070443233917945,1.6581811001141333,0.9208097091136623,1.4409642353522671
0.7688442211055276,4.05804038866414,1.8868719740461355,1.1652386800030254,1.639697274985144,0.9323087646165168,1.4249017371477308
0.7738693467336684,3.628820136666881,1.7662870505736974,1.0916305194800666,1.5349086231095956,0.9128648104744114,1.3338400915813624
0.7788944723618091,3.553532658391099,1.792653246201613,1.1619918890097334,1.5578209243772392,0.9155650185436357,1.353750948528181
0.7839195979899498,3.916559530520045,1.8264994803105898,1.064065462115354,1.5872334010054188,0.9595095530662253,1.3793104769122784
0.7889447236180904,3.858253935611619,1.730866279536628,0.9730391357469088,1.5041278692766729,0.9064276786419324,1.3070915262965626
0.7939698492462312,4.1664672988284375,1.7735360485528304,0.9255470465602297,1.5412080235968844,0.9493302223528363,1.339314289065412
