date,value,ma30
2010-08-21,342.0,563.9
2010-08-22,366.0,562.4
2010-08-23,369.0,544.9
2010-08-24,379.0,496.76666666666665
2010-08-25,365.0,493.3666666666667
2010-08-26,368.0,491.43333333333334
2010-08-27,294.0,436.2
2010-08-28,339.0,385.26666666666665
2010-08-29,260.0,383.1
2010-08-30,329.0,384.23333333333335
2010-08-31,441.0,386.8
2010-09-01,380.0,386.2
2010-09-02,321.0,375.3
2010-09-03,319.0,371.3
2010-09-04,274.0,363.26666666666665
2010-09-05,311.0,361.6666666666667
2010-09-06,278.0,361.8333333333333
2010-09-07,282.0,358.2
2010-09-08,339.0,355.3666666666667
2010-09-09,324.0,354.8333333333333
2010-09-10,360.0,353.1
2010-09-11,305.0,350.2
2010-09-12,379.0,345.6333333333333
2010-09-13,436.0,345.7
2010-09-14,424.0,349.3333333333333
2010-09-15,430.0,348.56666666666666
2010-09-16,438.0,352.56666666666666
2010-09-17,361.0,352.03333333333336
2010-09-18,399.0,354.5
2010-09-19,355.0,352.23333333333335
2010-09-20,465.0,356.3333333333333
2010-09-21,810.0,371.1333333333333
2010-09-22,673.0,381.26666666666665
2010-09-23,655.0,390.46666666666664
2010-09-24,501.0,395.0
2010-09-25,532.0,400.46666666666664
2010-09-26,400.0,404.0
2010-09-27,603.0,412.8
2010-09-28,491.0,420.5
2010-09-29,975.0,442.03333333333336
2010-09-30,365.0,439.5
2010-10-01,584.0,446.3
2010-10-02,501.0,452.3
2010-10-03,377.0,454.23333333333335
2010-10-04,407.0,458.6666666666667
2010-10-05,371.0,460.6666666666667
2010-10-06,407.0,464.96666666666664
2010-10-07,340.0,466.9
2010-10-08,363.0,467.7
2010-10-09,401.0,470.26666666666665
2010-10-10,363.0,470.3666666666667
2010-10-11,342.0,471.6
2010-10-12,352.0,470.7
2010-10-13,364.0,468.3
2010-10-14,367.0,466.4
2010-10-15,328.0,463.0
2010-10-16,441.0,463.1
2010-10-17,457.0,466.3
2010-10-18,579.0,472.3
2010-10-19,924.0,491.26666666666665
2010-10-20,713.0,499.53333333333336
2010-10-21,552.0,490.93333333333334
2010-10-22,602.0,488.56666666666666
2010-10-23,517.0,483.96666666666664
2010-10-24,552.0,485.6666666666667
2010-10-25,410.0,481.6
2010-10-26,518.0,485.53333333333336
2010-10-27,568.0,484.3666666666667
2010-10-28,486.0,484.2
2010-10-29,467.0,467.26666666666665
2010-10-30,426.0,469.3
2010-10-31,307.0,460.06666666666666
